Year,Month,Day,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Rainfall(mm),Total Bright Sunshine(hours),Prevailling Wind Direction(degrees),Mean Wind Speed(km/h)
2011,2,16,1017.6,14.7,13.2,11.4,12.0,93,93,Trace,0.0,050,29.1
2011,2,17,1015.6,18.0,15.2,14.0,14.0,93,100,Trace,0.0,030,12.2
2011,2,18,1016.3,15.8,14.7,13.8,13.1,90,95,Trace,0.0,040,20.4
2011,2,19,1017.7,13.9,13.1,12.2,11.6,91,100, 2.0,0.0,020,27.3
2011,2,20,1019.4,15.6,13.8,12.2,10.5,81,91, 0.9,0.0,020,16.5
2011,2,21,1019.3,16.8,14.9,13.8,12.1,84,88,Trace,0.0,060,27.4
2011,2,22,1018.9,17.7,15.4,14.3,8.3,64,82, 0.0,1.1,050,32.1
2011,2,23,1017.8,20.6,17.4,15.3,11.5,69,60, 0.0,4.0,040,18.8
2011,2,24,1016.1,22.6,18.8,16.0,15.0,79,63, 0.0,6.2,040,14.5
2011,2,25,1016.3,22.4,18.9,17.0,15.5,81,67, 0.0,9.3,050,28.5
2011,2,26,1017.7,22.6,18.6,16.5,13.9,75,78, 0.0,4.1,060,30.5
2011,2,27,1016.1,24.5,20.4,18.3,16.8,80,54,Trace,7.9,040,17.3
2011,2,28,1014.0,26.9,21.6,17.3,16.3,73,23, 0.0,10.8,040,10.8
2011,3,01,1014.6,24.9,21.2,19.1,17.9,81,72,Trace,3.4,050,19.5
2011,3,02,1017.5,21.1,18.3,17.1,13.6,75,77,Trace,4.7,070,23.0
2011,3,03,1018.5,21.9,18.1,15.3,13.7,76,64, 0.1,7.5,060,29.3
2011,3,04,1019.7,20.1,16.9,15.0,11.2,69,76, 0.0,7.0,050,35.5
2011,3,05,1017.8,18.0,16.7,15.1,11.4,71,82, 0.0,3.4,060,34.6
2011,3,06,1014.9,22.4,19.1,17.3,15.3,79,87, 0.1,1.8,040,18.4
2011,3,07,1016.7,23.9,19.8,15.8,14.0,72,66, 0.5,9.0,020,26.0
2011,3,08,1020.4,17.9,15.5,13.1,10.9,75,87, 2.3,0.9,060,33.1
2011,3,09,1021.8,17.4,15.7,12.5,9.1,66,88, 2.4,0.2,070,36.3
2011,3,10,1021.7,19.0,16.9,15.0,10.4,66,88, 0.1,0.4,030,27.5
2011,3,11,1019.9,20.6,17.5,15.9,12.8,74,87, 0.0,1.2,070,26.4
2011,3,12,1017.8,23.2,19.1,16.9,15.2,78,51, 0.0,8.9,070,21.4
2011,3,13,1015.6,25.3,20.7,17.2,16.9,80,38, 0.0,10.3,020,7.1
2011,3,14,1014.6,26.5,22.4,19.8,18.2,79,48, 0.0,7.7,040,12.2
2011,3,15,1017.9,22.5,19.0,14.9,15.1,78,66,Trace,0.6,020,28.5
2011,3,16,1022.3,20.0,15.9,12.9,5.5,50,85,Trace,4.5,020,32.8
2011,3,17,1021.6,18.1,16.2,14.5,6.5,53,91, 0.7,0.0,070,37.0
2011,3,18,1017.4,16.6,15.4,14.2,11.3,78,92, 2.2,0.0,060,46.5
2011,3,19,1013.4,17.9,16.7,14.9,16.0,96,99,11.1,0.0,040,26.4
2011,3,20,1011.3,22.2,20.0,17.6,19.2,96,94,Trace,0.1,030,12.5
2011,3,21,1011.9,27.4,22.9,20.5,21.0,90,60, 0.0,10.0,040,11.1
2011,3,22,1017.4,23.3,19.7,16.1,16.2,80,79,Trace,3.2,020,24.5
2011,3,23,1021.5,18.3,16.0,14.4,10.6,71,88, 0.0,0.1,050,26.2
2011,3,24,1021.8,19.7,16.8,14.9,11.0,69,86,Trace,3.1,020,24.7
2011,3,25,1023.2,21.6,17.4,14.6,9.8,62,84, 0.0,5.1,020,26.1
2011,3,26,1022.9,21.8,17.8,16.3,10.0,61,84, 0.0,4.5,080,34.8
2011,3,27,1022.7,16.9,15.0,13.6,9.5,70,86, 0.8,0.0,020,23.6
2011,3,28,1022.2,21.0,16.9,14.1,8.4,58,84,Trace,3.7,030,22.6
2011,3,29,1022.4,20.8,18.0,15.2,7.4,50,84, 0.0,1.7,060,21.9
2011,3,30,1020.9,21.0,18.1,16.7,7.5,51,88, 0.2,0.9,070,35.5
2011,3,31,1018.5,22.4,18.9,16.4,7.7,50,74,Trace,4.7,060,26.5
2011,4,01,1016.5,26.0,20.5,16.9,14.6,70,21, 0.0,11.2,050,19.3
2011,4,02,1014.8,27.4,22.0,19.0,16.4,72,20, 0.0,10.7,050,11.5
2011,4,03,1013.6,26.7,22.2,19.4,17.8,77,41,Trace,9.3,220,5.3
2011,4,04,1016.8,21.9,19.7,18.4,16.7,83,92,Trace,0.0,080,25.6
2011,4,05,1018.9,20.5,18.9,17.7,14.1,74,90,Trace,2.5,090,37.4
2011,4,06,1018.0,23.7,19.6,17.4,12.7,66,65, 0.0,6.0,070,31.3
2011,4,07,1016.8,27.0,21.8,18.9,17.4,77,41, 0.0,10.6,050,13.9
2011,4,08,1017.3,28.4,23.1,19.6,17.6,73,16, 0.0,10.2,030,5.1
2011,4,09,1019.4,27.1,22.5,20.2,18.2,77,60,Trace,6.5,080,23.3
2011,4,10,1018.1,29.7,23.4,20.6,19.0,77,41,Trace,9.2,050,14.4
2011,4,11,1015.3,29.1,23.8,20.6,19.3,77,24,Trace,11.2,220,17.2
2011,4,12,1017.8,25.8,22.0,20.5,16.8,73,76, 0.0,6.6,070,35.5
2011,4,13,1016.7,28.5,23.0,20.2,15.4,64,64,Trace,5.7,060,16.8
2011,4,14,1012.7,29.6,24.1,21.0,19.1,75,36, 0.0,9.2,170,8.5
2011,4,15,1010.3,29.4,24.4,22.0,20.0,77,64, 0.0,6.2,220,8.3
2011,4,16,1010.0,28.2,25.1,22.7,21.6,82,63, 0.0,5.4,240,16.7
2011,4,17,1008.7,28.1,24.8,22.9,23.3,91,92,26.7,0.9,230,20.7
2011,4,18,1010.1,27.0,23.6,21.7,19.2,77,81,Trace,1.9,050,15.3
2011,4,19,1014.4,27.5,23.6,21.3,16.1,64,38, 0.0,9.0,080,26.6
2011,4,20,1016.8,24.6,21.8,20.5,17.4,77,80, 0.0,3.6,070,34.2
2011,4,21,1014.7,27.1,23.1,21.0,19.5,81,73,Trace,8.2,070,23.7
2011,4,22,1011.6,28.2,24.1,21.7,20.0,79,67, 0.2,6.0,040,11.5
2011,4,23,1014.1,23.2,20.9,19.7,18.1,85,84, 2.3,0.0,040,22.0
2011,4,24,1014.6,28.4,23.1,19.7,11.6,50,32, 0.0,11.0,050,14.0
2011,4,25,1012.8,28.9,24.1,20.9,17.0,65,31, 0.0,10.9,010,7.1
2011,4,26,1010.0,28.0,24.2,21.7,17.6,68,48, 0.0,10.9,220,12.5
2011,4,27,1007.8,29.1,25.9,23.4,21.4,77,67, 0.0,8.2,240,22.9
2011,4,28,1010.0,27.6,25.1,23.6,22.8,87,89, 0.4,0.1,100,18.4
2011,4,29,1011.6,23.9,23.1,22.5,21.9,93,95, 6.3,0.0,090,25.6
2011,4,30,1010.7,27.1,24.9,23.2,22.4,86,85, 0.1,0.4,170,8.3
2011,5,01,1010.5,28.4,25.9,24.1,23.3,86,81,Trace,1.1,160,9.1
2011,5,02,1009.5,29.8,26.8,25.1,23.7,83,83,Trace,3.9,160,12.9
2011,5,03,1009.3,30.7,27.3,25.9,23.1,78,83,Trace,3.8,170,11.8
2011,5,04,1010.5,26.7,24.7,23.1,22.0,85,86, 0.7,2.4,040,16.8
2011,5,05,1011.0,24.8,23.6,22.5,21.8,90,91,Trace,0.2,050,19.2
2011,5,06,1009.7,30.2,26.5,23.8,23.5,84,76,Trace,4.2,180,14.3
2011,5,07,1008.6,31.3,27.6,25.4,23.7,80,78,Trace,6.5,140,11.3
2011,5,08,1008.5,29.5,26.9,25.5,23.7,83,82, 0.0,7.2,110,14.0
2011,5,09,1007.5,30.5,27.3,25.3,24.1,83,63, 0.0,7.9,060,13.3
2011,5,10,1006.5,32.9,28.5,26.2,23.7,76,64,Trace,7.6,200,11.5
2011,5,11,1006.2,33.0,29.3,27.5,25.2,79,74, 0.0,6.9,220,17.0
2011,5,12,1007.7,32.5,29.5,27.7,25.3,79,75, 0.2,5.7,220,14.9
2011,5,13,1009.7,28.8,26.9,24.8,24.7,88,85,33.5,0.6,200,14.3
2011,5,14,1012.4,28.1,25.0,23.4,23.4,91,89,14.5,1.3,080,35.0
2011,5,15,1014.2,25.1,24.4,23.6,23.1,92,89, 2.9,0.0,090,29.7
2011,5,16,1012.7,28.7,25.5,23.5,23.8,91,91, 7.5,2.1,040,9.8
2011,5,17,1011.2,24.7,23.4,22.4,21.0,86,86, 0.3,0.1,080,22.5
2011,5,18,1010.0,28.9,24.7,22.1,18.5,70,63,Trace,8.9,060,28.2
2011,5,19,1010.0,29.6,25.8,23.6,21.8,79,68, 0.0,10.1,060,24.5
2011,5,20,1008.3,30.6,27.0,24.6,23.5,82,70, 0.0,10.4,050,14.9
2011,5,21,1006.9,29.6,26.1,24.6,24.2,89,83,42.8,1.7,070,14.3
2011,5,22,1005.9,26.8,25.2,23.2,24.2,94,90,69.8,0.0,160,20.3
2011,5,23,1007.3,26.4,24.2,23.2,21.6,86,91, 9.3,1.0,020,12.4
2011,5,24,1009.4,24.7,22.5,19.8,19.6,84,88, 4.9,0.0,020,19.5
2011,5,25,1010.0,24.7,23.0,21.0,19.9,83,88, 0.3,0.1,020,18.4
2011,5,26,1009.1,29.6,25.5,22.7,19.0,67,59, 0.0,8.8,020,11.3
2011,5,27,1007.1,30.0,26.7,24.2,20.7,70,56, 0.0,6.1,020,6.2
2011,5,28,1006.5,30.2,27.4,24.5,19.9,65,23, 0.0,11.0,210,9.7
2011,5,29,1010.6,29.4,26.9,25.3,22.8,79,51, 0.0,9.0,100,23.7
2011,5,30,1011.6,29.7,25.8,23.7,19.7,70,28, 0.0,10.0,090,25.3
2011,5,31,1007.4,32.5,26.7,23.3,19.7,67,42, 0.0,11.9,040,18.0
2011,6,01,1006.6,31.3,27.9,25.6,22.4,73,40, 0.0,10.8,220,16.1
2011,6,02,1009.4,31.5,28.1,26.1,24.3,80,63, 0.0,6.3,190,10.4
2011,6,03,1009.6,31.0,28.1,26.7,23.2,75,68, 0.0,7.9,200,11.3
2011,6,04,1008.8,31.6,28.8,27.1,24.6,79,77, 0.0,4.7,180,18.8
2011,6,05,1009.2,32.6,29.4,27.8,25.1,78,70,Trace,6.4,200,16.3
2011,6,06,1008.6,31.3,29.5,28.2,24.9,77,74,Trace,4.6,210,19.5
2011,6,07,1007.1,31.8,29.6,28.5,24.8,76,67,Trace,8.0,220,26.6
2011,6,08,1006.5,32.2,29.7,28.2,25.4,78,70,Trace,6.3,210,20.0
2011,6,09,1006.2,34.5,30.0,26.1,25.2,76,59, 2.8,6.1,160,17.9
2011,6,10,1003.9,33.4,29.6,27.1,24.4,74,70, 0.0,9.7,120,8.0
2011,6,11,1004.9,32.2,29.0,27.0,25.0,80,84,11.6,4.2,210,15.8
2011,6,12,1007.6,29.5,27.6,24.9,24.8,85,88,28.4,2.5,200,12.3
2011,6,13,1007.9,31.7,28.7,26.7,25.3,82,75, 5.9,4.5,200,15.7
2011,6,14,1007.1,31.7,29.5,28.4,25.4,79,80, 2.4,4.9,200,26.0
2011,6,15,1005.9,32.2,29.5,27.7,25.0,77,74, 2.4,4.3,200,27.9
2011,6,16,1005.1,28.4,26.6,24.9,25.6,94,87,75.2,1.1,150,18.3
2011,6,17,1006.2,29.9,27.3,26.1,26.2,94,91,77.5,1.1,150,28.1
2011,6,18,1005.8,32.5,29.0,27.1,25.5,82,66, 1.2,7.0,140,22.5
2011,6,19,1004.5,32.4,29.2,27.5,25.6,82,59,Trace,10.5,120,12.4
2011,6,20,1004.2,33.5,29.9,27.6,24.8,75,39, 0.0,10.5,050,11.8
2011,6,21,1002.1,33.2,29.1,26.4,25.2,81,67, 8.3,5.0,050#,39.0#
2011,6,22,997.8,28.6,26.6,25.4,25.3,93,89,41.4,0.6,110,55.8
2011,6,23,998.9,29.5,28.0,26.5,25.4,86,88,Trace,0.3,130,46.7
2011,6,24,999.8,31.1,28.4,26.9,25.5,84,72, 0.6,5.2,130,17.4
2011,6,25,1000.3,32.2,29.1,27.1,24.7,78,64, 0.0,10.7,230,19.8
2011,6,26,1002.8,29.5,28.8,28.0,25.2,81,85,Trace,0.6,230,17.8
2011,6,27,1003.8,31.7,29.4,27.9,25.3,79,85,Trace,4.7,220,18.3
2011,6,28,1004.5,29.0,26.4,24.7,25.3,93,94,106.6,0.1,210,17.5
2011,6,29,1005.7,28.9,26.5,24.6,25.4,93,94,76.5,0.0,180,31.2
2011,6,30,1007.6,30.5,27.5,24.9,25.3,88,86, 5.3,0.9,170,27.3
2011,7,01,1008.9,29.8,28.2,26.3,25.5,86,74,11.2,2.2,170,22.0
2011,7,02,1008.2,31.6,29.0,27.4,25.0,80,53,Trace,9.3,190,18.2
2011,7,03,1007.9,32.4,29.3,27.8,24.6,76,46,Trace,9.4,220,17.6
2011,7,04,1009.1,32.8,29.7,27.7,24.6,75,33, 0.0,10.5,220,17.9
2011,7,05,1007.7,32.7,29.7,27.7,24.6,75,26, 0.0,12.0,230,18.4
2011,7,06,1004.7,32.9,29.7,28.0,24.2,73,39, 0.0,11.7,230,22.2
2011,7,07,1004.1,32.7,30.0,28.2,24.5,73,42, 0.0,11.2,220,23.7
2011,7,08,1004.5,32.9,30.2,28.4,25.3,76,59, 0.0,10.9,230,23.5
2011,7,09,1003.6,32.1,29.8,28.2,25.5,78,67, 0.0,8.1,240,20.4
2011,7,10,1002.0,32.9,29.8,27.6,25.3,77,72,Trace,7.2,240,10.6
2011,7,11,1001.3,31.1,28.9,27.1,26.1,85,88,33.2,1.3,230,10.0
2011,7,12,1001.6,28.9,27.6,26.6,25.6,89,88,10.9,0.1,050,13.4
2011,7,13,1002.1,30.0,27.4,26.0,26.0,92,80,21.8,3.5,060,24.2
2011,7,14,1002.2,28.7,27.1,25.9,25.5,91,87,12.4,1.5,060,19.8
2011,7,15,1002.2,28.3,26.5,25.2,25.2,93,87,34.9,0.3,220,18.4
2011,7,16,1001.9,28.0,26.8,24.6,24.8,89,88,60.5,0.0,250,36.5
2011,7,17,1000.1,29.9,28.2,27.1,25.0,83,82, 0.2,2.7,230,22.3
2011,7,18,999.5,30.9,27.9,25.6,25.1,85,84, 4.3,2.9,290,23.5
2011,7,19,1000.4,30.0,27.4,25.6,24.8,86,86, 5.6,2.4,180,9.1
2011,7,20,1002.0,28.6,27.3,25.9,24.8,87,89,15.2,0.0,220,21.9
2011,7,21,1004.6,31.2,28.6,26.7,24.5,79,68, 0.0,8.5,220,14.8
2011,7,22,1006.1,32.9,29.5,26.5,25.7,81,64, 4.2,7.4,200,17.9
2011,7,23,1007.3,32.5,29.6,27.8,24.8,76,43, 0.0,10.3,210,11.4
2011,7,24,1007.5,32.2,29.5,27.3,25.2,78,30, 0.0,12.2,230,14.8
2011,7,25,1006.8,33.4,30.3,28.3,26.0,78,51, 0.0,10.7,220,19.4
2011,7,26,1007.4,33.1,29.8,27.8,25.1,76,48, 0.0,10.1,110,10.8
2011,7,27,1007.1,33.9,30.2,28.2,25.4,76,35,Trace,10.4,050,15.9
2011,7,28,1004.5,33.7,30.1,27.5,24.3,72,49,Trace,9.1,040,27.0
2011,7,29,1002.8,30.1,28.2,25.9,25.8,87,86,12.4,1.7,100,35.2
2011,7,30,1004.3,31.7,28.3,26.6,25.5,85,78,Trace,4.6,070,22.6
2011,7,31,1004.9,32.5,29.2,27.1,25.3,80,60, 0.0,10.1,050,14.2
2011,8,01,1005.5,33.7,29.5,26.8,24.5,76,39, 0.0,10.9,200,7.1
2011,8,02,1006.7,32.9,29.5,27.3,24.1,73,23, 0.0,11.5,230,15.6
2011,8,03,1005.8,32.6,29.5,27.2,24.1,73,22, 0.0,11.3,270,20.5
2011,8,04,1002.9,34.2,29.9,27.3,25.0,75,39, 0.0,10.8,220,14.3
2011,8,05,1001.1,33.5,30.1,27.8,24.9,74,55, 0.0,7.1,210,8.5
2011,8,06,1000.2,33.2,30.2,28.0,24.9,74,45, 0.0,11.4,220,14.5
2011,8,07,1002.1,35.0,30.9,28.6,25.7,75,62, 0.0,10.5,210,13.8
2011,8,08,1004.3,31.1,29.2,25.6,25.2,79,77,22.1,5.4,210,15.7
2011,8,09,1004.5,31.5,28.0,26.0,25.4,86,86, 9.9,1.1,150,12.4
2011,8,10,1005.8,28.3,26.8,25.2,25.3,92,85,60.5,0.1,180,20.5
2011,8,11,1007.9,32.2,28.7,26.0,25.4,83,67,17.9,6.1,180,16.2
2011,8,12,1008.0,32.0,29.4,27.6,25.2,78,65, 0.0,9.1,180,12.8
2011,8,13,1008.8,32.9,29.6,27.9,24.5,75,53, 0.0,9.3,220,14.0
2011,8,14,1010.6,32.8,29.6,28.0,24.3,74,59,Trace,8.9,210,12.4
2011,8,15,1011.0,31.9,29.7,27.9,25.0,76,45, 0.0,8.9,220,11.3
2011,8,16,1009.9,32.3,29.3,28.1,24.9,78,35, 8.5,9.8,210,10.9
2011,8,17,1009.4,30.5,28.7,27.2,25.1,81,42,10.1,7.2,180,11.6
2011,8,18,1010.0,32.5,29.2,27.1,25.2,80,53, 0.0,9.3,120,9.8
2011,8,19,1010.9,33.0,29.6,27.8,25.5,79,61, 0.0,8.6,050,14.5
2011,8,20,1011.0,33.0,29.2,25.6,25.2,80,45, 3.7,10.3,100,15.5
2011,8,21,1009.8,32.5,29.5,28.1,25.5,80,50,Trace,7.3,110,7.9
2011,8,22,1008.1,30.4,29.0,28.1,25.8,83,51, 1.4,3.2,180,8.8
2011,8,23,1006.6,32.4,29.8,28.2,25.0,76,55, 0.0,10.2,220,13.7
2011,8,24,1006.1,32.4,29.8,27.1,25.1,76,49, 3.9,9.4,220,15.1
2011,8,25,1005.7,30.9,28.6,26.4,24.9,81,69,13.7,1.7,040,7.3
2011,8,26,1006.1,31.8,29.1,27.0,24.3,76,61,Trace,4.8,020,11.2
2011,8,27,1004.6,32.9,29.2,27.5,24.2,75,54, 5.2,6.3,020,8.7
2011,8,28,1003.0,32.0,30.2,28.0,23.7,69,75, 0.0,7.3,290,14.4
2011,8,29,1002.3,33.7,30.6,27.7,23.7,67,75, 0.2,7.8,280,18.4
2011,8,30,1001.0,33.3,30.9,28.8,24.4,69,68, 0.0,7.5,290,23.9
2011,8,31,999.3,33.4,30.6,28.7,23.0,64,58, 0.5,8.9,280,13.1
2011,9,01,1000.5,30.1,28.2,27.4,23.1,74,82, 0.1,2.6,310,11.8
2011,9,02,1002.6,31.2,28.8,27.2,24.6,78,85, 0.0,0.9,160,6.2
2011,9,03,1006.5,30.7,27.7,25.8,25.7,89,77,22.6,3.1,040,15.0
2011,9,04,1008.0,31.5,28.6,26.6,25.6,84,64, 1.8,8.0,140,8.5
2011,9,05,1007.4,32.2,29.2,27.7,25.5,80,62, 0.0,5.7,160,6.8
2011,9,06,1007.4,31.9,29.3,27.9,25.0,78,56, 0.0,7.5,130,9.7
2011,9,07,1006.6,32.0,29.2,27.0,24.9,78,58, 0.2,8.8,130,15.3
2011,9,08,1007.5,32.2,29.5,27.9,25.5,79,52,Trace,9.2,110,18.4
2011,9,09,1010.0,32.8,29.6,27.8,24.7,75,53,Trace,7.4,100,27.6
2011,9,10,1010.9,31.7,29.0,26.6,24.6,78,51, 2.6,10.9,100,34.6
2011,9,11,1010.6,30.8,28.2,26.2,25.0,83,77,20.4,6.5,070,37.0
2011,9,12,1010.6,32.4,28.5,25.9,25.1,82,81, 0.6,8.4,070,33.2
2011,9,13,1009.3,32.6,28.8,26.1,24.3,77,49, 2.7,10.5,110,19.8
2011,9,14,1007.4,32.7,29.0,26.0,24.0,75,46, 2.7,10.7,110,16.9
2011,9,15,1006.9,32.0,28.3,24.1,25.0,83,66,10.9,7.6,100,24.0
2011,9,16,1005.5,32.3,28.6,26.8,25.2,82,63, 1.0,6.0,110,25.9
2011,9,17,1004.5,32.8,29.4,27.2,25.3,79,61, 0.2,8.4,090,27.0
2011,9,18,1007.2,29.9,28.6,27.4,24.9,81,72, 0.5,2.6,110,30.4
2011,9,19,1009.7,31.7,28.4,25.3,24.6,80,77,16.1,6.5,100,24.7
2011,9,20,1011.3,27.6,26.1,24.9,21.6,76,87,Trace,0.3,020,24.7
2011,9,21,1010.7,27.7,25.8,23.2,19.5,69,56, 0.0,5.5,020,24.6
2011,9,22,1010.3,26.9,25.8,23.9,19.4,68,80,Trace,0.6,030,30.9
2011,9,23,1009.7,27.5,25.6,23.4,20.4,73,86, 0.3,0.9,050,38.4
2011,9,24,1009.0,27.4,25.7,24.2,20.3,73,88,Trace,0.2,050,41.2
2011,9,25,1008.6,26.2,25.1,23.9,21.6,81,88, 4.2,0.0,050,51.5
2011,9,26,1008.9,30.8,27.3,25.1,23.1,78,81, 0.2,5.3,070,44.9
2011,9,27,1006.5,30.8,27.9,26.2,24.0,80,63,Trace,7.8,090,19.4
2011,9,28,1003.0,31.3,28.7,26.2,22.9,72,71, 2.5,4.7,030,37.2
2011,9,29,1002.9,28.2,27.2,25.3,24.9,88,88,30.8,0.2,130,63.0
2011,9,30,1009.4,28.9,27.7,27.0,25.6,89,79, 2.7,1.7,110,24.6
2011,10,01,1010.7,27.5,26.2,25.4,23.6,86,83,12.7,0.5,090,46.4
2011,10,02,1009.2,27.1,25.0,23.5,21.9,84,82, 3.3,1.8,030,32.7
2011,10,03,1009.1,24.0,22.6,21.5,19.1,81,88, 1.6,0.0,030,43.5
2011,10,04,1011.5,25.2,23.8,22.2,19.4,76,88,Trace,0.3,060,50.0
2011,10,05,1013.6,26.0,24.5,23.3,20.5,79,85, 0.1,1.2,050,34.4
2011,10,06,1014.3,27.9,25.2,23.3,21.3,79,88, 0.1,2.3,080,31.5
2011,10,07,1014.8,27.8,25.7,24.8,21.8,79,81,Trace,2.6,080,35.8
2011,10,08,1014.7,28.8,26.2,24.6,21.6,76,68,Trace,8.0,080,33.0
2011,10,09,1012.8,30.2,26.8,24.6,22.1,76,76, 0.0,7.2,080,27.5
2011,10,10,1011.8,29.0,26.4,24.4,22.6,80,86, 5.3,0.8,060,40.0
2011,10,11,1013.0,25.5,24.8,24.2,23.6,93,88, 6.9,0.0,080,47.7
2011,10,12,1012.2,25.1,24.6,23.6,24.1,97,90,105.8,0.0,100,34.5
2011,10,13,1010.6,26.2,24.8,24.1,24.2,97,86,30.7,1.5,070,22.2
2011,10,14,1010.0,27.1,25.4,24.3,23.5,89,83, 3.8,0.4,070,19.4
2011,10,15,1012.2,28.3,25.1,23.4,19.7,73,54, 0.0,5.9,020,22.8
2011,10,16,1013.7,29.6,25.5,22.9,17.6,62,30, 0.0,9.5,020,20.2
2011,10,17,1015.7,29.4,25.3,23.0,18.9,69,14, 0.0,10.5,070,19.5
2011,10,18,1016.9,27.4,24.7,22.7,19.2,72,23, 0.0,10.0,090,26.5
2011,10,19,1016.0,26.5,24.3,22.8,18.4,70,36,Trace,9.1,090,33.8
2011,10,20,1015.3,27.6,24.0,21.7,18.5,72,27, 0.0,9.6,070,21.3
2011,10,21,1014.3,28.9,24.8,22.4,19.6,74,23, 0.0,9.8,060,15.8
2011,10,22,1014.0,27.9,25.2,23.6,21.0,78,42, 0.0,8.1,070,26.3
2011,10,23,1014.3,27.4,25.0,23.9,21.1,79,62, 0.0,6.0,060,24.4
2011,10,24,1013.8,28.9,25.7,23.1,21.6,79,25, 0.0,10.3,060,8.7
2011,10,25,1015.8,26.6,24.6,22.4,21.2,81,57, 0.5,2.9,040,25.8
2011,10,26,1017.5,25.7,23.3,22.0,19.0,77,79, 0.1,6.4,050,29.5
2011,10,27,1017.8,26.0,23.3,21.3,19.2,79,52, 1.5,7.3,090,32.3
2011,10,28,1017.7,27.1,24.3,22.9,18.7,72,60,Trace,4.4,080,26.4
2011,10,29,1016.2,27.4,24.1,21.7,18.0,69,62, 0.0,6.1,020,15.8
2011,10,30,1015.6,27.0,24.3,22.3,19.5,75,57,Trace,8.7,060,24.3
2011,10,31,1016.4,27.0,24.5,23.0,18.9,71,42,Trace,9.9,080,37.5
2011,11,01,1015.9,27.7,24.6,22.3,18.8,71,54, 0.0,9.2,070,25.3
2011,11,02,1014.0,28.9,25.4,23.3,20.3,74,70, 0.0,5.8,040,19.6
2011,11,03,1013.6,29.0,26.0,24.1,21.7,77,80, 0.0,5.8,060,23.6
2011,11,04,1013.8,29.7,26.4,24.7,21.7,76,63,Trace,8.5,060,19.9
2011,11,05,1013.3,28.8,26.4,24.8,22.7,80,61,Trace,8.5,080,19.9
2011,11,06,1012.8,28.8,26.5,25.6,22.4,78,80,Trace,2.7,090,31.3
2011,11,07,1011.1,28.0,25.8,24.3,21.3,76,82,Trace,2.8,060,39.7
2011,11,08,1009.4,24.3,22.7,21.9,21.7,94,89,13.9,0.0,040,35.3
2011,11,09,1008.7,22.1,19.9,18.8,18.6,93,94,44.2,0.0,020,41.2
2011,11,10,1012.0,21.2,19.4,17.7,15.2,77,88, 0.2,0.2,010,33.8
2011,11,11,1014.7,22.0,20.3,18.1,14.9,71,88,Trace,0.0,020,22.0
2011,11,12,1016.8,24.7,22.0,19.6,16.9,73,54, 0.0,7.4,030,10.7
2011,11,13,1017.1,26.6,23.2,21.1,18.9,78,45, 0.0,8.6,020,13.8
2011,11,14,1017.9,25.3,23.4,22.6,19.9,81,80,Trace,4.5,080,28.0
2011,11,15,1018.2,26.2,23.5,22.1,19.0,76,55, 0.0,9.1,090#,35.8#
2011,11,16,1015.7,25.5,23.4,21.7,19.7,80,77, 0.0,5.1,070,32.8
2011,11,17,1012.2,24.5,23.4,22.6,21.1,87,83,18.1,0.0,050,33.1
2011,11,18,1009.2,26.9,24.4,22.6,23.2,93,88, 8.6,1.4,070,14.8
2011,11,19,1012.0,26.4,24.9,23.7,21.9,84,77, 1.1,2.4,020,18.7
2011,11,20,1019.3,24.4,22.9,21.2,18.0,74,67,Trace,2.9,090,33.8
2011,11,21,1021.6,22.3,21.5,20.8,15.7,70,84,Trace,0.9,080,46.8
2011,11,22,1020.8,23.7,22.0,20.2,15.6,67,85,Trace,1.0,050,25.5
2011,11,23,1020.4,23.8,22.0,20.7,13.9,60,77,Trace,3.8,020,23.5
2011,11,24,1021.1,22.7,20.8,18.7,14.7,68,73, 0.0,7.3,080,31.3
2011,11,25,1020.4,21.3,20.5,19.6,15.2,72,88, 0.0,0.1,080,40.3
2011,11,26,1018.5,22.3,21.1,20.1,15.9,73,86,Trace,0.2,060,36.0
2011,11,27,1016.0,24.5,21.3,19.3,16.8,76,11, 0.0,9.8,050,23.0
2011,11,28,1014.4,24.7,21.9,20.2,18.2,80,32, 0.0,9.8,060,22.7
2011,11,29,1015.2,25.0,22.7,21.6,18.6,78,43, 0.0,9.2,060,22.1
2011,11,30,1014.6,26.3,23.1,21.5,19.3,80,41,Trace,7.2,050,15.9
2011,12,01,1017.2,21.8,18.7,14.9,12.6,68,59, 0.0,1.7,010,36.6
2011,12,02,1017.0,17.8,15.0,13.4,7.0,59,35, 0.0,8.1,010,32.2
2011,12,03,1017.5,19.4,15.1,11.8,5.8,54,3, 0.0,9.8,020,22.7
2011,12,04,1019.0,20.2,17.4,14.4,10.5,65,29, 0.0,9.5,070,33.0
2011,12,05,1018.4,20.2,18.8,18.1,15.1,79,88, 1.2,0.0,070,38.4
2011,12,06,1018.2,21.8,19.9,17.6,17.2,85,84, 1.2,0.2,060,27.6
2011,12,07,1016.7,24.5,22.3,20.4,18.6,80,83, 0.0,3.3,030,14.0
2011,12,08,1017.6,22.9,20.4,15.7,13.4,65,66, 0.0,6.7,020,38.5
