Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Mean Wind Speed(km/h),Total Rainfall(mm),rain_tmr_mm,rain_tmr_class
10,1013.2,30.6,26.8,24.7,76,57,8.4,19.0,0.0,0.1,0
10,1012.6,28.8,26.5,25.6,81,82,2.6,29.0,0.1,0.0,0
10,1014.6,30.3,27.1,25.8,77,77,5.9,34.0,0.0,1.6,1
10,1014.4,30.2,27.0,25.1,77,61,7.3,24.0,1.6,0.0,0
10,1014.1,30.1,26.9,25.4,74,49,10.6,28.0,0.0,0.0,0
10,1013.8,29.5,26.7,25.3,76,49,6.8,24.0,0.0,0.0,0
10,1013.0,30.4,26.8,24.8,78,33,9.1,13.0,0.0,0.0,0
10,1013.6,29.7,27.4,25.2,74,43,8.4,5.0,0.0,0.0,0
10,1017.1,29.5,27.3,25.8,75,76,5.9,27.0,0.0,0.0,0
10,1017.9,29.1,26.5,25.5,76,86,3.3,35.0,0.0,0.0,0
10,1017.1,30.4,27.0,25.2,79,44,7.7,18.0,0.0,0.0,0
10,1017.4,29.5,26.8,25.4,78,66,5.7,26.0,0.0,0.1,0
10,1016.2,28.8,26.0,24.3,76,57,9.3,26.0,0.1,0.0,0
10,1014.5,28.8,26.3,24.9,77,76,6.1,25.0,0.0,0.0,0
10,1015.0,29.5,27.0,25.5,78,72,7.1,24.0,0.0,0.2,0
11,1015.2,27.0,26.3,25.6,82,86,0.5,35.0,0.2,2.6,1
11,1013.9,26.5,25.9,24.9,87,88,0.0,31.0,2.6,51.2,1
11,1015.6,26.3,24.9,22.7,85,84,0.8,26.0,51.2,0.0,0
11,1016.0,27.7,25.2,23.6,82,86,2.8,35.0,0.0,0.3,0
11,1015.1,26.6,25.5,24.6,84,85,0.4,32.0,0.3,0.0,0
11,1013.6,28.6,26.3,25.2,83,81,4.5,27.0,0.0,0.0,0
11,1012.9,29.4,26.9,25.4,82,57,8.6,20.0,0.0,0.0,0
11,1012.8,26.6,24.3,20.9,71,69,3.9,25.0,0.0,0.0,0
11,1015.6,23.0,20.7,19.2,64,73,7.0,,0.0,0.0,0
11,1018.3,22.7,19.6,16.9,51,15,10.3,,0.0,0.0,0
11,1018.6,23.4,19.4,16.5,47,10,10.3,,0.0,0.0,0
11,1017.6,23.7,20.0,16.7,50,11,10.4,,0.0,0.0,0
11,1017.6,25.6,22.3,19.5,63,27,10.2,23.0,0.0,0.0,0
11,1016.4,26.3,23.5,21.6,73,47,9.9,26.0,0.0,0.0,0
11,1014.8,27.0,23.9,22.2,76,52,9.3,21.0,0.0,0.0,0
11,1013.6,27.3,24.1,22.4,73,20,9.8,18.0,0.0,0.0,0
11,1014.7,25.7,23.3,21.6,75,25,9.7,30.0,0.0,0.0,0
11,1018.6,23.1,21.6,19.6,69,54,8.1,30.0,0.0,0.0,0
11,1023.5,21.4,18.9,16.7,59,54,8.1,36.0,0.0,0.0,0
11,1023.3,20.0,17.5,15.2,56,16,9.8,29.0,0.0,0.0,0
11,1021.2,22.6,19.7,16.6,62,20,9.9,27.0,0.0,0.0,0
11,1019.5,23.3,21.4,19.1,70,85,2.6,27.0,0.0,0.0,0
11,1018.3,25.9,22.9,20.8,75,78,6.7,16.0,0.0,0.0,0
11,1018.5,26.1,23.0,20.7,61,47,8.6,23.0,0.0,0.0,0
11,1020.9,23.8,21.3,19.0,61,56,9.0,26.0,0.0,0.0,0
11,1020.3,23.7,21.2,18.9,63,70,6.5,21.0,0.0,0.0,0
11,1022.0,21.8,19.4,15.9,37,34,9.0,48.0,0.0,0.0,0
11,1023.9,18.2,15.3,12.5,36,6,9.8,31.0,0.0,0.0,0
11,1024.2,20.2,16.9,13.7,36,3,9.8,20.0,0.0,0.0,0
12,1021.8,21.6,18.3,16.0,64,5,9.6,19.0,0.0,0.0,0
12,1018.7,22.6,18.9,16.4,61,10,9.8,19.0,0.0,0.0,0
12,1015.5,21.6,19.9,17.5,69,57,2.7,27.0,0.0,0.2,0
12,1017.8,24.0,22.0,20.1,67,82,2.3,26.0,0.2,0.0,0
12,1023.7,20.1,17.8,16.2,49,63,9.0,39.0,0.0,0.0,0
12,1025.1,17.9,15.6,13.9,42,38,8.1,32.0,0.0,0.4,0
12,1023.3,17.7,15.7,13.0,55,55,5.0,29.0,0.4,0.0,0
12,1021.0,20.7,17.6,15.1,44,51,6.9,21.0,0.0,0.0,0
12,1018.4,21.7,18.1,15.2,54,8,9.7,16.0,0.0,0.0,0
12,1018.5,22.2,18.9,16.2,55,7,9.7,21.0,0.0,0.0,0
12,1017.3,23.8,20.3,17.4,54,28,9.6,11.0,0.0,0.0,0
12,1015.7,20.6,19.9,19.1,74,88,0.1,32.0,0.0,0.0,0
12,1017.2,24.4,21.6,19.8,65,79,3.2,15.0,0.0,0.0,0
12,1020.4,21.1,19.1,16.6,52,47,6.7,25.0,0.0,0.0,0
12,1020.9,19.0,16.5,14.3,64,12,8.3,23.0,0.0,0.0,0
12,1020.1,20.1,17.0,14.7,69,15,8.7,20.0,0.0,0.0,0
12,1020.5,21.4,18.0,15.2,65,13,9.4,14.0,0.0,0.0,0
12,1020.3,22.5,18.9,16.4,62,13,9.4,22.0,0.0,0.0,0
12,1020.1,22.2,19.3,17.1,65,44,8.8,31.0,0.0,0.0,0
12,1018.3,23.7,20.1,17.5,72,7,9.5,21.0,0.0,0.0,0
12,1018.6,23.9,21.1,19.3,61,37,8.7,17.0,0.0,0.0,0
12,1022.8,20.4,16.5,12.9,56,28,9.4,36.0,0.0,0.0,0
12,1023.6,16.9,14.1,11.5,61,68,8.2,24.0,0.0,0.0,0
12,1019.9,20.8,18.0,15.0,60,87,2.8,15.0,0.0,0.0,0
12,1019.5,22.1,19.6,17.6,67,76,7.3,18.0,0.0,0.0,0
12,1020.5,20.1,18.6,17.1,72,85,4.5,42.0,0.0,0.0,0
12,1018.5,20.7,19.0,17.8,74,88,0.5,26.0,0.0,0.1,0
12,1017.3,20.3,19.3,18.0,80,92,0.0,17.0,0.1,2.0,1
12,1017.3,23.2,20.6,17.8,75,88,0.5,22.0,2.0,5.2,1
12,1019.9,18.3,16.7,15.7,84,88,0.1,25.0,5.2,0.0,0
1,1024.4,17.2,14.2,11.3,53,33,8.8,26.0,0.0,0.0,0
1,1025.6,16.6,13.7,11.1,56,10,9.6,27.0,0.0,0.0,0
1,1023.2,17.6,15.1,12.4,64,79,6.8,34.0,0.0,0.0,0
1,1020.3,21.1,17.0,15.1,70,58,7.6,26.0,0.0,0.0,0
1,1020.2,19.9,17.2,15.3,77,23,9.6,32.0,0.0,0.0,0
1,1020.4,20.0,17.5,15.9,77,56,9.0,31.0,0.0,0.0,0
1,1021.6,20.0,17.2,15.2,68,32,8.9,22.0,0.0,0.0,0
1,1024.1,18.6,15.2,12.3,60,4,9.6,29.0,0.0,0.0,0
1,1026.0,15.2,12.6,9.8,47,20,9.4,43.0,0.0,0.0,0
1,1025.9,15.0,12.0,9.4,33,0,9.7,34.0,0.0,0.0,0
1,1024.3,16.6,12.5,9.6,49,8,9.6,18.0,0.0,0.0,0
1,1027.6,17.4,13.8,10.7,45,7,9.6,26.0,0.0,0.0,0
1,1029.8,15.9,12.7,9.8,36,4,9.6,29.0,0.0,0.0,0
1,1029.4,16.0,12.4,9.8,47,3,9.4,22.0,0.0,0.0,0
1,1028.2,16.7,13.2,10.7,59,2,9.7,30.0,0.0,0.0,0
1,1025.4,17.8,14.4,11.8,66,7,9.8,25.0,0.0,0.0,0
1,1022.1,19.6,16.3,13.7,67,5,10.1,22.0,0.0,0.0,0
1,1019.7,23.7,18.8,15.7,75,22,9.7,12.0,0.0,0.0,0
1,1017.3,22.0,19.2,17.0,74,48,9.2,23.0,0.0,0.0,0
1,1017.2,20.4,18.1,16.1,75,71,4.6,30.0,0.0,0.0,0
1,1016.9,24.5,20.0,17.8,73,53,9.8,11.0,0.0,0.0,0
1,1014.2,21.8,18.7,15.8,74,48,7.5,6.0,0.0,0.0,0
1,1019.1,19.6,17.5,14.2,70,81,0.7,27.0,0.0,0.0,0
1,1024.9,14.2,11.6,10.7,53,88,0.0,35.0,0.0,0.0,0
1,1021.9,15.8,13.3,10.7,60,87,2.0,29.0,0.0,0.0,0
1,1019.7,16.3,14.6,12.7,66,88,0.0,30.0,0.0,0.0,0
1,1019.8,13.1,12.2,11.4,78,88,0.0,20.0,0.0,0.0,0
1,1018.0,17.6,15.0,13.1,83,81,1.9,26.0,0.0,0.0,0
1,1016.5,19.2,16.3,14.7,82,79,6.0,22.0,0.0,0.0,0
1,1015.9,18.3,16.0,13.9,73,34,8.6,15.0,0.0,0.0,0
2,1020.2,20.3,17.5,15.8,74,81,5.1,32.0,0.0,0.0,0
2,1019.2,21.8,18.6,16.0,69,50,9.0,24.0,0.0,0.0,0
2,1017.8,23.3,19.6,17.0,73,10,10.1,7.0,0.0,0.0,0
2,1017.9,20.9,18.2,16.8,80,47,6.4,24.0,0.0,0.0,0
2,1018.3,23.2,19.1,16.7,80,36,9.9,22.0,0.0,0.0,0
2,1019.5,22.5,19.2,17.8,78,59,6.7,29.0,0.0,0.0,0
2,1018.6,22.9,19.1,16.6,75,34,10.2,28.0,0.0,0.0,0
2,1018.8,24.4,20.4,18.3,70,70,4.8,26.0,0.0,0.0,0
2,1018.2,24.5,20.3,17.8,74,36,9.4,15.0,0.0,0.0,0
2,1017.0,21.7,19.4,18.1,82,21,9.8,14.0,0.0,0.0,0
2,1014.4,24.8,20.2,17.8,80,42,9.6,10.0,0.0,0.0,0
2,1009.6,24.4,21.5,19.1,81,67,2.8,9.0,0.0,0.0,0
2,1007.4,25.3,23.8,22.3,81,85,0.9,20.0,0.0,0.0,0
2,1009.9,25.3,24.0,22.8,87,84,0.1,8.0,0.0,0.1,0
2,1012.8,25.0,22.4,20.3,91,88,0.3,13.0,0.1,0.4,0
2,1016.4,20.6,19.7,17.8,92,88,0.0,32.0,0.4,0.0,0
2,1018.6,21.4,18.4,17.3,81,88,1.3,43.0,0.0,0.0,0
2,1016.8,23.2,19.5,17.5,77,82,5.0,30.0,0.0,0.3,0
2,1014.8,23.0,19.4,17.6,87,62,3.0,15.0,0.3,0.0,0
2,1016.4,25.4,21.4,18.9,75,40,7.4,16.0,0.0,0.0,0
2,1015.8,21.1,18.8,17.5,80,81,3.9,35.0,0.0,0.0,0
2,1011.4,23.4,20.5,18.1,88,85,3.3,17.0,0.0,0.0,0
2,1011.9,27.1,22.7,20.9,89,80,3.7,9.0,0.0,0.0,0
2,1012.7,26.6,23.3,21.8,88,80,5.3,11.0,0.0,0.0,0
2,1012.7,28.3,23.7,21.5,83,55,8.0,13.0,0.0,0.3,0
2,1014.7,22.9,21.6,19.8,91,83,0.0,24.0,0.3,0.0,0
2,1015.0,26.0,21.6,19.7,85,82,4.0,21.0,0.0,0.8,0
3,1018.3,20.2,19.1,18.3,88,88,0.0,36.0,0.8,0.0,0
3,1018.3,20.5,18.8,17.5,78,88,0.1,31.0,0.0,0.0,0
3,1016.5,19.9,18.8,17.4,79,88,0.1,26.0,0.0,0.4,0
3,1013.6,19.4,18.4,17.8,89,88,0.0,33.0,0.4,38.5,1
3,1011.2,21.1,19.4,18.4,95,88,0.1,20.0,38.5,11.6,1
3,1014.5,19.7,16.9,14.3,89,89,0.4,23.0,11.6,0.2,0
3,1016.9,15.9,14.6,13.9,85,88,0.0,25.0,0.2,0.1,0
3,1015.6,16.5,15.8,14.5,88,88,0.0,23.0,0.1,0.4,0
3,1016.9,18.8,17.2,15.3,76,86,0.1,19.0,0.4,0.0,0
3,1016.3,19.4,18.0,16.9,75,88,1.6,37.0,0.0,0.0,0
3,1014.9,20.8,19.0,17.6,84,88,0.3,36.0,0.0,0.0,0
3,1015.2,21.6,19.7,18.1,85,93,1.5,29.0,0.0,0.0,0
3,1016.8,24.8,20.1,14.4,84,89,1.0,23.0,0.0,0.0,0
3,1022.3,21.4,16.2,12.8,54,46,10.5,30.0,0.0,0.0,0
3,1019.6,23.1,18.2,14.8,66,47,10.7,20.0,0.0,0.0,0
3,1016.8,24.2,20.4,17.9,73,69,8.9,14.0,0.0,0.0,0
3,1013.9,26.4,21.8,18.6,79,40,10.4,3.0,0.0,0.0,0
3,1012.4,25.6,22.4,20.3,84,59,4.4,5.0,0.0,0.0,0
3,1012.3,26.1,22.9,20.3,85,68,4.5,7.0,0.0,0.0,0
3,1012.4,27.4,23.9,21.8,84,73,5.9,11.0,0.0,0.1,0
3,1011.2,24.3,22.6,21.4,90,89,0.2,14.0,0.1,0.0,0
3,1010.6,27.6,25.7,23.9,84,83,0.6,13.0,0.0,0.0,0
3,1012.1,28.3,23.9,21.7,89,88,1.1,12.0,0.0,27.1,1
3,1013.3,22.2,20.4,19.7,91,88,0.1,31.0,27.1,27.9,1
3,1016.7,19.8,18.5,17.2,89,89,0.0,37.0,27.9,0.0,0
3,1015.8,18.9,18.5,18.1,80,87,0.0,38.0,0.0,10.4,1
3,1014.3,20.4,19.5,18.3,93,88,0.1,26.0,10.4,0.6,0
3,1012.5,22.8,20.9,19.6,94,88,0.4,18.0,0.6,2.6,1
3,1014.8,21.5,19.7,18.9,89,88,0.2,28.0,2.6,0.0,0
3,1017.8,21.9,19.4,18.0,79,84,3.2,36.0,0.0,0.0,0
4,1019.9,22.8,19.9,18.2,67,83,4.6,40.0,0.0,0.0,0
4,1019.9,21.4,18.4,17.3,70,85,2.1,51.0,0.0,0.0,0
4,1017.8,20.5,18.8,16.8,78,88,0.0,38.0,0.0,0.0,0
4,1016.4,25.0,21.5,19.7,79,85,2.6,25.0,0.0,0.0,0
4,1014.6,26.5,23.5,21.4,79,82,6.2,11.0,0.0,8.1,1
4,1015.9,21.4,19.1,17.2,82,88,0.7,28.0,8.1,0.6,0
4,1016.5,19.8,18.2,16.9,70,88,0.0,27.0,0.6,0.0,0
4,1016.5,24.8,20.8,18.2,75,84,6.9,23.0,0.0,0.0,0
4,1016.9,24.5,20.9,19.2,55,76,7.0,41.0,0.0,0.0,0
4,1016.0,23.7,20.9,19.3,61,74,3.1,35.0,0.0,0.0,0
4,1014.7,24.7,21.5,19.7,77,73,8.7,26.0,0.0,0.0,0
4,1011.9,24.4,21.9,20.7,84,88,1.7,19.0,0.0,5.0,1
4,1007.9,28.4,23.7,21.6,84,77,4.8,7.0,5.0,0.0,0
4,1007.9,28.6,24.7,21.9,80,45,9.5,5.0,0.0,4.3,1
4,1009.6,25.6,23.1,21.9,83,86,3.7,28.0,4.3,2.9,1
4,1005.4,25.9,23.1,21.3,88,72,5.0,16.0,2.9,0.0,0
4,1007.2,28.1,23.9,21.8,80,64,9.9,24.0,0.0,34.1,1
4,1009.6,23.2,21.9,21.1,86,86,0.5,37.0,34.1,4.5,1
4,1004.8,27.7,25.5,21.8,92,92,0.2,31.0,4.5,0.0,0
4,1003.2,30.1,27.2,25.6,75,70,8.1,11.0,0.0,1.5,1
4,1006.7,29.3,25.3,22.2,64,75,4.6,29.0,1.5,0.0,0
4,1009.6,23.9,22.4,20.9,76,88,0.1,42.0,0.0,0.2,0
4,1010.6,23.4,22.2,20.9,86,94,0.0,34.0,0.2,0.0,0
4,1009.5,24.5,22.8,21.7,89,89,0.2,22.0,0.0,43.0,1
4,1010.8,24.1,22.8,19.9,94,91,0.2,18.0,43.0,4.5,1
4,1015.5,19.9,19.2,18.6,92,88,0.0,36.0,4.5,0.0,0
4,1015.7,24.4,21.0,19.0,71,84,2.9,37.0,0.0,0.0,0
4,1016.7,25.8,21.9,20.0,60,36,9.9,41.0,0.0,0.0,0
4,1016.5,25.4,21.9,19.8,69,70,8.4,36.0,0.0,0.0,0
4,1015.9,26.2,22.7,20.9,68,68,7.7,38.0,0.0,0.0,0
5,1016.2,27.9,23.3,20.7,69,34,11.2,31.0,0.0,0.0,0
5,1015.1,28.0,23.7,21.2,63,16,11.1,16.0,0.0,0.0,0
5,1014.1,28.8,24.2,21.5,73,52,9.0,12.0,0.0,0.3,0
5,1014.0,28.4,23.6,21.4,79,80,5.2,19.0,0.3,0.0,0
5,1013.8,28.2,24.0,22.0,71,51,9.4,26.0,0.0,0.0,0
5,1012.3,27.9,23.5,22.0,72,53,6.6,34.0,0.0,0.0,0
5,1010.5,29.4,24.2,20.9,58,29,11.4,32.0,0.0,0.0,0
5,1010.9,28.7,24.3,21.7,70,42,7.1,23.0,0.0,0.0,0
5,1010.6,29.4,25.2,23.0,76,66,10.4,22.0,0.0,0.0,0
5,1010.6,28.6,25.4,24.0,82,88,2.7,22.0,0.0,0.0,0
5,1011.1,31.0,26.5,24.4,81,68,7.9,16.0,0.0,0.0,0
5,1010.7,31.3,27.0,24.6,78,53,8.9,8.0,0.0,0.0,0
5,1009.5,31.3,27.1,24.8,78,53,9.7,8.0,0.0,0.0,0
5,1011.7,29.8,26.0,24.6,77,63,6.3,22.0,0.0,0.0,0
5,1012.7,30.3,26.3,24.4,77,59,7.2,17.0,0.0,0.1,0
5,1012.4,28.2,25.8,24.3,82,75,2.2,5.0,0.1,0.2,0
5,1011.1,30.8,27.3,24.9,80,77,10.1,13.0,0.2,0.0,0
5,1009.6,31.9,28.5,26.3,75,74,8.8,13.0,0.0,0.3,0
5,1008.9,32.0,28.6,26.9,76,79,7.0,18.0,0.3,10.9,1
5,1008.1,30.2,27.6,23.5,78,88,1.3,24.0,10.9,1.4,1
5,1010.0,30.9,27.5,24.8,84,83,3.0,16.0,1.4,2.3,1
5,1010.3,29.7,27.7,26.3,82,85,1.4,24.0,2.3,62.3,1
5,1008.4,27.1,25.7,24.6,93,91,0.0,40.0,62.3,61.2,1
5,1008.2,26.4,25.5,24.4,94,93,0.0,30.0,61.2,29.8,1
5,1009.5,25.5,24.9,24.2,94,94,0.1,37.0,29.8,20.2,1
5,1008.6,26.5,25.3,23.6,94,86,0.8,22.0,20.2,39.2,1
5,1007.4,28.9,25.5,23.4,92,84,3.7,32.0,39.2,11.5,1
5,1009.2,24.9,23.5,22.7,87,88,0.4,41.0,11.5,5.5,1
5,1011.3,23.7,22.2,20.8,86,88,0.0,31.0,5.5,0.0,0
5,1010.3,29.5,25.3,21.9,59,81,6.4,8.0,0.0,0.0,0
6,1006.5,30.9,26.9,24.4,71,54,7.6,8.0,0.0,0.0,0
6,1004.1,29.3,27.1,25.1,77,78,2.8,19.0,0.0,10.4,1
6,1000.8,29.8,28.2,26.1,81,88,1.1,30.0,10.4,36.8,1
6,999.7,30.4,27.6,24.7,76,61,8.3,17.0,36.8,0.0,0
6,1002.8,30.7,27.8,25.6,74,29,9.6,12.0,0.0,0.0,0
6,1004.1,32.9,28.6,26.2,74,23,11.8,10.0,0.0,0.0,0
6,1005.3,30.7,27.7,26.2,78,63,7.5,16.0,0.0,11.2,1
6,1006.4,30.7,27.5,26.0,81,86,2.6,26.0,11.2,16.5,1
6,1006.7,29.5,26.9,25.3,87,81,0.1,19.0,16.5,0.0,0
6,1006.4,31.5,28.3,26.3,83,80,3.3,7.0,0.0,49.2,1
6,1005.4,28.1,26.6,25.0,85,89,0.0,9.0,49.2,7.9,1
6,1005.2,29.3,27.0,24.4,84,88,0.4,4.0,7.9,0.0,0
6,1005.4,30.7,29.0,27.5,81,84,4.1,15.0,0.0,24.0,1
6,1005.3,30.2,27.6,25.6,88,88,3.6,8.0,24.0,17.3,1
6,1005.6,30.0,26.6,25.2,92,88,1.0,18.0,17.3,6.1,1
6,1006.8,29.9,27.4,26.0,90,88,0.6,21.0,6.1,0.0,0
6,1006.6,32.5,28.8,26.7,80,56,9.4,15.0,0.0,0.0,0
6,1004.4,31.4,29.0,26.9,77,61,8.4,8.0,0.0,5.7,1
6,1002.9,32.6,29.1,27.0,81,65,6.6,8.0,5.7,0.0,0
6,1002.4,32.2,29.9,27.4,73,68,8.6,14.0,0.0,0.0,0
6,1001.7,32.3,30.1,27.3,78,84,7.1,30.0,0.0,15.7,1
6,1003.7,30.5,29.6,27.9,82,86,0.2,33.0,15.7,12.5,1
6,1005.4,32.3,29.8,28.0,80,84,5.6,22.0,12.5,8.5,1
6,1005.4,32.0,29.1,27.2,83,88,2.0,15.0,8.5,6.6,1
6,1004.8,30.5,28.8,27.3,82,84,2.0,14.0,6.6,17.7,1
6,1002.9,30.1,27.7,26.2,88,88,3.1,34.0,17.7,46.9,1
6,1003.9,28.4,26.7,25.4,88,89,0.0,34.0,46.9,48.7,1
6,1007.2,28.5,26.3,24.8,91,86,1.4,20.0,48.7,0.0,0
6,1007.8,31.0,29.0,26.5,81,83,2.6,27.0,0.0,0.0,0
7,1008.7,32.6,29.6,28.2,73,63,10.6,26.0,0.0,0.0,0
7,1007.1,31.5,29.6,28.4,75,74,7.5,31.0,0.0,0.5,0
7,1005.2,30.8,29.5,28.6,76,86,2.5,32.0,0.5,17.4,1
7,1006.1,29.3,28.5,24.9,83,90,0.0,26.0,17.4,49.6,1
7,1008.4,27.9,25.8,24.1,94,88,0.9,15.0,49.6,31.2,1
7,1010.2,32.0,27.8,23.9,86,77,8.5,11.0,31.2,20.1,1
7,1009.4,32.0,29.2,26.3,77,57,10.8,13.0,20.1,0.0,0
7,1008.0,32.5,29.5,27.7,75,35,10.9,11.0,0.0,0.0,0
7,1006.5,32.7,29.7,27.9,72,20,12.0,17.0,0.0,0.0,0
7,1003.1,33.1,30.2,27.6,75,30,10.8,16.0,0.0,8.1,1
7,1002.0,31.9,28.9,27.6,80,84,4.8,39.0,8.1,0.0,0
7,1004.8,33.0,29.6,28.0,79,60,9.9,22.0,0.0,0.0,0
7,1004.7,33.0,29.6,27.6,77,53,8.9,7.0,0.0,0.0,0
7,1004.3,31.0,29.2,27.8,78,72,4.7,16.0,0.0,4.8,1
7,1005.2,32.8,29.4,27.5,83,78,5.1,25.0,4.8,0.8,0
7,1005.5,32.5,29.2,27.5,83,72,8.3,22.0,0.8,0.4,0
7,1002.9,32.5,29.9,27.7,73,39,9.5,15.0,0.4,11.7,1
7,997.4,34.3,29.4,26.0,78,72,4.1,28.0,11.7,124.6,1
7,999.9,28.7,26.4,25.0,89,90,0.6,44.0,124.6,8.1,1
7,1008.6,31.5,28.4,25.7,87,73,5.7,24.0,8.1,0.6,0
7,1009.3,32.5,29.0,27.2,83,62,10.1,12.0,0.6,0.0,0
7,1006.7,32.4,28.9,27.3,80,51,6.5,11.0,0.0,7.6,1
7,1005.3,32.1,28.9,26.9,81,67,6.6,15.0,7.6,2.6,1
7,1004.1,31.0,29.5,27.9,79,84,3.7,25.0,2.6,8.3,1
7,1003.9,31.5,29.6,27.5,80,82,6.3,23.0,8.3,24.1,1
7,1003.9,33.1,29.1,27.4,85,86,5.1,18.0,24.1,33.6,1
7,1003.0,30.8,28.7,25.3,86,81,1.6,20.0,33.6,10.2,1
7,1002.4,32.6,29.3,26.6,84,82,4.0,20.0,10.2,2.4,1
7,1003.7,33.3,29.9,27.9,82,78,5.0,20.0,2.4,14.0,1
7,1003.4,31.5,28.9,27.4,88,79,5.2,25.0,14.0,0.0,0
8,1002.4,32.5,30.3,27.8,71,64,10.3,10.0,0.0,0.0,0
8,998.9,34.6,30.8,28.8,80,83,6.2,7.0,0.0,21.4,1
8,997.5,34.9,29.9,27.6,80,81,4.0,33.0,21.4,21.3,1
8,995.8,29.8,28.0,26.9,90,88,1.2,50.0,21.3,92.5,1
8,997.2,29.4,27.6,26.4,90,89,0.3,40.0,92.5,8.3,1
8,998.1,30.9,29.0,27.5,85,74,3.0,19.0,8.3,0.0,0
8,996.2,32.6,29.6,27.4,78,81,9.6,18.0,0.0,0.0,0
8,993.1,34.2,30.4,28.2,78,82,7.3,29.0,0.0,0.0,0
8,994.1,32.4,30.3,29.1,76,81,6.7,28.0,0.0,21.8,1
8,998.8,32.4,29.2,27.4,87,86,2.7,10.0,21.8,32.2,1
8,1003.5,29.6,28.1,26.2,91,88,0.1,10.0,32.2,3.1,1
8,1005.7,27.9,27.3,26.0,88,89,0.0,14.0,3.1,70.7,1
8,1007.4,27.6,26.4,24.8,91,90,0.2,13.0,70.7,44.9,1
8,1009.7,30.8,27.8,25.7,88,84,3.4,8.0,44.9,0.0,0
8,1010.2,31.8,29.3,27.5,80,74,8.3,10.0,0.0,0.0,0
8,1010.6,33.1,29.9,28.2,77,67,9.2,11.0,0.0,2.0,1
8,1011.1,30.9,29.1,27.9,81,80,3.2,3.0,2.0,12.7,1
8,1010.9,32.0,28.7,27.9,85,74,4.6,9.0,12.7,0.3,0
8,1010.9,32.1,29.4,27.8,82,61,4.3,10.0,0.3,0.0,0
8,1008.8,33.1,29.8,28.0,74,40,9.4,9.0,0.0,0.0,0
8,1007.1,32.9,30.1,28.0,70,21,11.3,15.0,0.0,0.0,0
8,1007.2,32.4,30.0,28.2,73,27,11.0,15.0,0.0,0.0,0
8,1007.8,34.2,30.4,28.6,75,48,8.8,15.0,0.0,0.0,0
8,1008.6,33.2,30.1,28.5,72,73,9.7,12.0,0.0,0.0,0
8,1009.0,33.3,29.9,28.3,78,80,6.7,24.0,0.0,0.0,0
8,1008.6,33.3,30.0,28.4,79,60,9.2,12.0,0.0,0.0,0
8,1008.4,33.4,30.0,28.6,78,55,5.2,6.0,0.0,0.0,0
8,1007.8,33.5,30.4,28.0,73,23,11.6,15.0,0.0,0.0,0
8,1007.6,33.1,30.3,29.2,78,62,8.0,8.0,0.0,2.4,1
8,1008.6,33.8,30.4,28.2,77,64,8.4,10.0,2.4,0.0,0
9,1009.0,33.4,29.9,27.8,74,67,8.1,23.0,0.0,0.0,0
9,1007.6,33.9,30.0,27.5,72,57,9.6,27.0,0.0,0.0,0
9,1006.2,34.3,30.6,28.4,71,69,9.5,30.0,0.0,0.0,0
9,1005.3,33.7,30.0,28.4,74,81,3.8,18.0,0.0,0.0,0
9,1005.1,33.9,30.1,28.3,71,41,9.4,21.0,0.0,0.0,0
9,1005.6,33.9,29.9,28.1,72,32,10.8,21.0,0.0,0.0,0
9,1006.8,34.6,30.0,28.0,74,28,10.3,17.0,0.0,0.0,0
9,1007.2,34.3,29.9,27.4,73,30,11.0,17.0,0.0,37.1,1
9,1007.4,32.1,29.0,25.8,78,82,6.6,29.0,37.1,0.9,0
9,1006.6,31.6,28.8,27.3,72,84,3.2,57.0,0.9,11.8,1
9,1007.7,28.5,27.5,26.4,86,86,0.4,46.0,11.8,5.7,1
9,1008.4,32.2,28.5,26.3,84,76,5.0,30.0,5.7,23.4,1
9,1007.5,32.7,29.4,26.2,79,74,5.6,11.0,23.4,38.8,1
9,1002.1,30.0,27.3,25.4,86,86,0.6,61.0,38.8,190.3,1
9,1004.0,30.0,26.5,25.0,91,91,1.0,53.0,190.3,20.5,1
9,1010.2,29.6,27.9,26.4,89,84,1.7,27.0,20.5,0.0,0
9,1011.8,32.1,29.0,27.2,82,60,8.0,12.0,0.0,0.0,0
9,1010.0,32.5,29.6,27.3,78,30,10.7,17.0,0.0,0.0,0
9,1007.8,33.2,30.6,28.6,77,47,10.8,17.0,0.0,0.0,0
9,1008.9,32.9,30.1,28.9,79,75,7.1,9.0,0.0,9.5,1
9,1009.2,31.8,28.9,26.8,81,81,5.1,9.0,9.5,1.3,1
9,1009.3,30.9,28.2,25.7,76,84,5.5,21.0,1.3,0.0,0
9,1009.2,32.4,28.6,25.8,73,53,9.8,30.0,0.0,0.0,0
9,1009.6,32.1,29.2,27.3,74,60,6.5,43.0,0.0,0.0,0
9,1009.8,32.4,29.2,27.8,73,41,8.8,29.0,0.0,0.3,0
9,1007.8,33.8,29.6,27.7,74,51,9.6,16.0,0.3,0.0,0
9,1005.2,30.7,29.1,27.5,72,77,1.8,32.0,0.0,52.7,1
9,1004.8,29.3,26.2,24.5,87,92,0.0,39.0,52.7,31.0,1
