Date,Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Prevailling Wind Direction(degrees),PWD_missing,Mean Wind Speed(km/h),MWS_missing,Total Rainfall(mm)
2011-02-27,2,1016.1,24.5,20.4,18.3,16.8,80,54,7.9,40.0,False,17.0,False,0.05
2011-02-28,2,1014.0,26.9,21.6,17.3,16.3,73,23,10.8,40.0,False,10.0,False,0.0
2011-03-01,3,1014.6,24.9,21.2,19.1,17.9,81,72,3.4,50.0,False,19.0,False,0.05
2011-03-02,3,1017.5,21.1,18.3,17.1,13.6,75,77,4.7,70.0,False,23.0,False,0.05
2011-03-03,3,1018.5,21.9,18.1,15.3,13.7,76,64,7.5,60.0,False,29.0,False,0.1
2011-03-04,3,1019.7,20.1,16.9,15.0,11.2,69,76,7.0,50.0,False,35.0,False,0.0
2011-03-05,3,1017.8,18.0,16.7,15.1,11.4,71,82,3.4,60.0,False,34.0,False,0.0
2011-03-06,3,1014.9,22.4,19.1,17.3,15.3,79,87,1.8,40.0,False,18.0,False,0.1
2011-03-07,3,1016.7,23.9,19.8,15.8,14.0,72,66,9.0,20.0,False,26.0,False,0.5
2011-03-08,3,1020.4,17.9,15.5,13.1,10.9,75,87,0.9,60.0,False,33.0,False,2.3
2011-03-09,3,1021.8,17.4,15.7,12.5,9.1,66,88,0.2,70.0,False,36.0,False,2.4
2011-03-10,3,1021.7,19.0,16.9,15.0,10.4,66,88,0.4,30.0,False,27.0,False,0.1
2011-03-11,3,1019.9,20.6,17.5,15.9,12.8,74,87,1.2,70.0,False,26.0,False,0.0
2011-03-12,3,1017.8,23.2,19.1,16.9,15.2,78,51,8.9,70.0,False,21.0,False,0.0
2011-03-13,3,1015.6,25.3,20.7,17.2,16.9,80,38,10.3,20.0,False,7.0,False,0.0
2011-03-14,3,1014.6,26.5,22.4,19.8,18.2,79,48,7.7,40.0,False,12.0,False,0.0
2011-03-15,3,1017.9,22.5,19.0,14.9,15.1,78,66,0.6,20.0,False,28.0,False,0.05
2011-03-16,3,1022.3,20.0,15.9,12.9,5.5,50,85,4.5,20.0,False,32.0,False,0.05
2011-03-17,3,1021.6,18.1,16.2,14.5,6.5,53,91,0.0,70.0,False,37.0,False,0.7
2011-03-18,3,1017.4,16.6,15.4,14.2,11.3,78,92,0.0,60.0,False,46.0,False,2.2
2011-03-19,3,1013.4,17.9,16.7,14.9,16.0,96,99,0.0,40.0,False,26.0,False,11.1
2011-03-20,3,1011.3,22.2,20.0,17.6,19.2,96,94,0.1,30.0,False,12.0,False,0.05
2011-03-21,3,1011.9,27.4,22.9,20.5,21.0,90,60,10.0,40.0,False,11.0,False,0.0
2011-03-22,3,1017.4,23.3,19.7,16.1,16.2,80,79,3.2,20.0,False,24.0,False,0.05
2011-03-23,3,1021.5,18.3,16.0,14.4,10.6,71,88,0.1,50.0,False,26.0,False,0.0
2011-03-24,3,1021.8,19.7,16.8,14.9,11.0,69,86,3.1,20.0,False,24.0,False,0.05
2011-03-25,3,1023.2,21.6,17.4,14.6,9.8,62,84,5.1,20.0,False,26.0,False,0.0
2011-03-26,3,1022.9,21.8,17.8,16.3,10.0,61,84,4.5,80.0,False,34.0,False,0.0
2011-03-27,3,1022.7,16.9,15.0,13.6,9.5,70,86,0.0,20.0,False,23.0,False,0.8
2011-03-28,3,1022.2,21.0,16.9,14.1,8.4,58,84,3.7,30.0,False,22.0,False,0.05
2011-03-29,3,1022.4,20.8,18.0,15.2,7.4,50,84,1.7,60.0,False,21.0,False,0.0
2011-03-30,3,1020.9,21.0,18.1,16.7,7.5,51,88,0.9,70.0,False,35.0,False,0.2
2011-03-31,3,1018.5,22.4,18.9,16.4,7.7,50,74,4.7,60.0,False,26.0,False,0.05
2011-04-01,4,1016.5,26.0,20.5,16.9,14.6,70,21,11.2,50.0,False,19.0,False,0.0
2011-04-02,4,1014.8,27.4,22.0,19.0,16.4,72,20,10.7,50.0,False,11.0,False,0.0
2011-04-03,4,1013.6,26.7,22.2,19.4,17.8,77,41,9.3,220.0,False,5.0,False,0.05
2011-04-04,4,1016.8,21.9,19.7,18.4,16.7,83,92,0.0,80.0,False,25.0,False,0.05
2011-04-05,4,1018.9,20.5,18.9,17.7,14.1,74,90,2.5,90.0,False,37.0,False,0.05
2011-04-06,4,1018.0,23.7,19.6,17.4,12.7,66,65,6.0,70.0,False,31.0,False,0.0
2011-04-07,4,1016.8,27.0,21.8,18.9,17.4,77,41,10.6,50.0,False,13.0,False,0.0
2011-04-08,4,1017.3,28.4,23.1,19.6,17.6,73,16,10.2,30.0,False,5.0,False,0.0
2011-04-09,4,1019.4,27.1,22.5,20.2,18.2,77,60,6.5,80.0,False,23.0,False,0.05
2011-04-10,4,1018.1,29.7,23.4,20.6,19.0,77,41,9.2,50.0,False,14.0,False,0.05
2011-04-11,4,1015.3,29.1,23.8,20.6,19.3,77,24,11.2,220.0,False,17.0,False,0.05
2011-04-12,4,1017.8,25.8,22.0,20.5,16.8,73,76,6.6,70.0,False,35.0,False,0.0
2011-04-13,4,1016.7,28.5,23.0,20.2,15.4,64,64,5.7,60.0,False,16.0,False,0.05
2011-04-14,4,1012.7,29.6,24.1,21.0,19.1,75,36,9.2,170.0,False,8.0,False,0.0
2011-04-15,4,1010.3,29.4,24.4,22.0,20.0,77,64,6.2,220.0,False,8.0,False,0.0
2011-04-16,4,1010.0,28.2,25.1,22.7,21.6,82,63,5.4,240.0,False,16.0,False,0.0
2011-04-17,4,1008.7,28.1,24.8,22.9,23.3,91,92,0.9,230.0,False,20.0,False,26.7
2011-04-18,4,1010.1,27.0,23.6,21.7,19.2,77,81,1.9,50.0,False,15.0,False,0.05
2011-04-19,4,1014.4,27.5,23.6,21.3,16.1,64,38,9.0,80.0,False,26.0,False,0.0
2011-04-20,4,1016.8,24.6,21.8,20.5,17.4,77,80,3.6,70.0,False,34.0,False,0.0
2011-04-21,4,1014.7,27.1,23.1,21.0,19.5,81,73,8.2,70.0,False,23.0,False,0.05
2011-04-22,4,1011.6,28.2,24.1,21.7,20.0,79,67,6.0,40.0,False,11.0,False,0.2
2011-04-23,4,1014.1,23.2,20.9,19.7,18.1,85,84,0.0,40.0,False,22.0,False,2.3
2011-04-24,4,1014.6,28.4,23.1,19.7,11.6,50,32,11.0,50.0,False,14.0,False,0.0
2011-04-25,4,1012.8,28.9,24.1,20.9,17.0,65,31,10.9,10.0,False,7.0,False,0.0
2011-04-26,4,1010.0,28.0,24.2,21.7,17.6,68,48,10.9,220.0,False,12.0,False,0.0
2011-04-27,4,1007.8,29.1,25.9,23.4,21.4,77,67,8.2,240.0,False,22.0,False,0.0
2011-04-28,4,1010.0,27.6,25.1,23.6,22.8,87,89,0.1,100.0,False,18.0,False,0.4
2011-04-29,4,1011.6,23.9,23.1,22.5,21.9,93,95,0.0,90.0,False,25.0,False,6.3
2011-04-30,4,1010.7,27.1,24.9,23.2,22.4,86,85,0.4,170.0,False,8.0,False,0.1
2011-05-01,5,1010.5,28.4,25.9,24.1,23.3,86,81,1.1,160.0,False,9.0,False,0.05
2011-05-02,5,1009.5,29.8,26.8,25.1,23.7,83,83,3.9,160.0,False,12.0,False,0.05
2011-05-03,5,1009.3,30.7,27.3,25.9,23.1,78,83,3.8,170.0,False,11.0,False,0.05
2011-05-04,5,1010.5,26.7,24.7,23.1,22.0,85,86,2.4,40.0,False,16.0,False,0.7
2011-05-05,5,1011.0,24.8,23.6,22.5,21.8,90,91,0.2,50.0,False,19.0,False,0.05
2011-05-06,5,1009.7,30.2,26.5,23.8,23.5,84,76,4.2,180.0,False,14.0,False,0.05
2011-05-07,5,1008.6,31.3,27.6,25.4,23.7,80,78,6.5,140.0,False,11.0,False,0.05
2011-05-08,5,1008.5,29.5,26.9,25.5,23.7,83,82,7.2,110.0,False,14.0,False,0.0
2011-05-09,5,1007.5,30.5,27.3,25.3,24.1,83,63,7.9,60.0,False,13.0,False,0.0
2011-05-10,5,1006.5,32.9,28.5,26.2,23.7,76,64,7.6,200.0,False,11.0,False,0.05
2011-05-11,5,1006.2,33.0,29.3,27.5,25.2,79,74,6.9,220.0,False,17.0,False,0.0
2011-05-12,5,1007.7,32.5,29.5,27.7,25.3,79,75,5.7,220.0,False,14.0,False,0.2
2011-05-13,5,1009.7,28.8,26.9,24.8,24.7,88,85,0.6,200.0,False,14.0,False,33.5
2011-05-14,5,1012.4,28.1,25.0,23.4,23.4,91,89,1.3,80.0,False,35.0,False,14.5
2011-05-15,5,1014.2,25.1,24.4,23.6,23.1,92,89,0.0,90.0,False,29.0,False,2.9
2011-05-16,5,1012.7,28.7,25.5,23.5,23.8,91,91,2.1,40.0,False,9.0,False,7.5
2011-05-17,5,1011.2,24.7,23.4,22.4,21.0,86,86,0.1,80.0,False,22.0,False,0.3
2011-05-18,5,1010.0,28.9,24.7,22.1,18.5,70,63,8.9,60.0,False,28.0,False,0.05
2011-05-19,5,1010.0,29.6,25.8,23.6,21.8,79,68,10.1,60.0,False,24.0,False,0.0
2011-05-20,5,1008.3,30.6,27.0,24.6,23.5,82,70,10.4,50.0,False,14.0,False,0.0
2011-05-21,5,1006.9,29.6,26.1,24.6,24.2,89,83,1.7,70.0,False,14.0,False,42.8
2011-05-22,5,1005.9,26.8,25.2,23.2,24.2,94,90,0.0,160.0,False,20.0,False,69.8
2011-05-23,5,1007.3,26.4,24.2,23.2,21.6,86,91,1.0,20.0,False,12.0,False,9.3
2011-05-24,5,1009.4,24.7,22.5,19.8,19.6,84,88,0.0,20.0,False,19.0,False,4.9
2011-05-25,5,1010.0,24.7,23.0,21.0,19.9,83,88,0.1,20.0,False,18.0,False,0.3
2011-05-26,5,1009.1,29.6,25.5,22.7,19.0,67,59,8.8,20.0,False,11.0,False,0.0
2011-05-27,5,1007.1,30.0,26.7,24.2,20.7,70,56,6.1,20.0,False,6.0,False,0.0
2011-05-28,5,1006.5,30.2,27.4,24.5,19.9,65,23,11.0,210.0,False,9.0,False,0.0
2011-05-29,5,1010.6,29.4,26.9,25.3,22.8,79,51,9.0,100.0,False,23.0,False,0.0
2011-05-30,5,1011.6,29.7,25.8,23.7,19.7,70,28,10.0,90.0,False,25.0,False,0.0
2011-05-31,5,1007.4,32.5,26.7,23.3,19.7,67,42,11.9,40.0,False,18.0,False,0.0
2011-06-01,6,1006.6,31.3,27.9,25.6,22.4,73,40,10.8,220.0,False,16.0,False,0.0
2011-06-02,6,1009.4,31.5,28.1,26.1,24.3,80,63,6.3,190.0,False,10.0,False,0.0
2011-06-03,6,1009.6,31.0,28.1,26.7,23.2,75,68,7.9,200.0,False,11.0,False,0.0
2011-06-04,6,1008.8,31.6,28.8,27.1,24.6,79,77,4.7,180.0,False,18.0,False,0.0
2011-06-05,6,1009.2,32.6,29.4,27.8,25.1,78,70,6.4,200.0,False,16.0,False,0.05
2011-06-06,6,1008.6,31.3,29.5,28.2,24.9,77,74,4.6,210.0,False,19.0,False,0.05
2011-06-07,6,1007.1,31.8,29.6,28.5,24.8,76,67,8.0,220.0,False,26.0,False,0.05
2011-06-08,6,1006.5,32.2,29.7,28.2,25.4,78,70,6.3,210.0,False,20.0,False,0.05
2011-06-09,6,1006.2,34.5,30.0,26.1,25.2,76,59,6.1,160.0,False,17.0,False,2.8
2011-06-10,6,1003.9,33.4,29.6,27.1,24.4,74,70,9.7,120.0,False,8.0,False,0.0
2011-06-11,6,1004.9,32.2,29.0,27.0,25.0,80,84,4.2,210.0,False,15.0,False,11.6
2011-06-12,6,1007.6,29.5,27.6,24.9,24.8,85,88,2.5,200.0,False,12.0,False,28.4
2011-06-13,6,1007.9,31.7,28.7,26.7,25.3,82,75,4.5,200.0,False,15.0,False,5.9
2011-06-14,6,1007.1,31.7,29.5,28.4,25.4,79,80,4.9,200.0,False,26.0,False,2.4
2011-06-15,6,1005.9,32.2,29.5,27.7,25.0,77,74,4.3,200.0,False,27.0,False,2.4
2011-06-16,6,1005.1,28.4,26.6,24.9,25.6,94,87,1.1,150.0,False,18.0,False,75.2
2011-06-17,6,1006.2,29.9,27.3,26.1,26.2,94,91,1.1,150.0,False,28.0,False,77.5
2011-06-18,6,1005.8,32.5,29.0,27.1,25.5,82,66,7.0,140.0,False,22.0,False,1.2
2011-06-19,6,1004.5,32.4,29.2,27.5,25.6,82,59,10.5,120.0,False,12.0,False,0.05
2011-06-20,6,1004.2,33.5,29.9,27.6,24.8,75,39,10.5,50.0,False,11.0,False,0.0
2011-06-21,6,1002.1,33.2,29.1,26.4,25.2,81,67,5.0,50.0,True,39.0,True,8.3
2011-06-22,6,997.8,28.6,26.6,25.4,25.3,93,89,0.6,110.0,False,55.0,False,41.4
2011-06-23,6,998.9,29.5,28.0,26.5,25.4,86,88,0.3,130.0,False,46.0,False,0.05
2011-06-24,6,999.8,31.1,28.4,26.9,25.5,84,72,5.2,130.0,False,17.0,False,0.6
2011-06-25,6,1000.3,32.2,29.1,27.1,24.7,78,64,10.7,230.0,False,19.0,False,0.0
2011-06-26,6,1002.8,29.5,28.8,28.0,25.2,81,85,0.6,230.0,False,17.0,False,0.05
2011-06-27,6,1003.8,31.7,29.4,27.9,25.3,79,85,4.7,220.0,False,18.0,False,0.05
2011-06-28,6,1004.5,29.0,26.4,24.7,25.3,93,94,0.1,210.0,False,17.0,False,106.6
2011-06-29,6,1005.7,28.9,26.5,24.6,25.4,93,94,0.0,180.0,False,31.0,False,76.5
2011-06-30,6,1007.6,30.5,27.5,24.9,25.3,88,86,0.9,170.0,False,27.0,False,5.3
2011-07-01,7,1008.9,29.8,28.2,26.3,25.5,86,74,2.2,170.0,False,22.0,False,11.2
2011-07-02,7,1008.2,31.6,29.0,27.4,25.0,80,53,9.3,190.0,False,18.0,False,0.05
2011-07-03,7,1007.9,32.4,29.3,27.8,24.6,76,46,9.4,220.0,False,17.0,False,0.05
2011-07-04,7,1009.1,32.8,29.7,27.7,24.6,75,33,10.5,220.0,False,17.0,False,0.0
2011-07-05,7,1007.7,32.7,29.7,27.7,24.6,75,26,12.0,230.0,False,18.0,False,0.0
2011-07-06,7,1004.7,32.9,29.7,28.0,24.2,73,39,11.7,230.0,False,22.0,False,0.0
2011-07-07,7,1004.1,32.7,30.0,28.2,24.5,73,42,11.2,220.0,False,23.0,False,0.0
2011-07-08,7,1004.5,32.9,30.2,28.4,25.3,76,59,10.9,230.0,False,23.0,False,0.0
2011-07-09,7,1003.6,32.1,29.8,28.2,25.5,78,67,8.1,240.0,False,20.0,False,0.0
2011-07-10,7,1002.0,32.9,29.8,27.6,25.3,77,72,7.2,240.0,False,10.0,False,0.05
2011-07-11,7,1001.3,31.1,28.9,27.1,26.1,85,88,1.3,230.0,False,10.0,False,33.2
2011-07-12,7,1001.6,28.9,27.6,26.6,25.6,89,88,0.1,50.0,False,13.0,False,10.9
2011-07-13,7,1002.1,30.0,27.4,26.0,26.0,92,80,3.5,60.0,False,24.0,False,21.8
2011-07-14,7,1002.2,28.7,27.1,25.9,25.5,91,87,1.5,60.0,False,19.0,False,12.4
2011-07-15,7,1002.2,28.3,26.5,25.2,25.2,93,87,0.3,220.0,False,18.0,False,34.9
2011-07-16,7,1001.9,28.0,26.8,24.6,24.8,89,88,0.0,250.0,False,36.0,False,60.5
2011-07-17,7,1000.1,29.9,28.2,27.1,25.0,83,82,2.7,230.0,False,22.0,False,0.2
2011-07-18,7,999.5,30.9,27.9,25.6,25.1,85,84,2.9,290.0,False,23.0,False,4.3
2011-07-19,7,1000.4,30.0,27.4,25.6,24.8,86,86,2.4,180.0,False,9.0,False,5.6
2011-07-20,7,1002.0,28.6,27.3,25.9,24.8,87,89,0.0,220.0,False,21.0,False,15.2
2011-07-21,7,1004.6,31.2,28.6,26.7,24.5,79,68,8.5,220.0,False,14.0,False,0.0
2011-07-22,7,1006.1,32.9,29.5,26.5,25.7,81,64,7.4,200.0,False,17.0,False,4.2
2011-07-23,7,1007.3,32.5,29.6,27.8,24.8,76,43,10.3,210.0,False,11.0,False,0.0
2011-07-24,7,1007.5,32.2,29.5,27.3,25.2,78,30,12.2,230.0,False,14.0,False,0.0
2011-07-25,7,1006.8,33.4,30.3,28.3,26.0,78,51,10.7,220.0,False,19.0,False,0.0
2011-07-26,7,1007.4,33.1,29.8,27.8,25.1,76,48,10.1,110.0,False,10.0,False,0.0
2011-07-27,7,1007.1,33.9,30.2,28.2,25.4,76,35,10.4,50.0,False,15.0,False,0.05
2011-07-28,7,1004.5,33.7,30.1,27.5,24.3,72,49,9.1,40.0,False,27.0,False,0.05
2011-07-29,7,1002.8,30.1,28.2,25.9,25.8,87,86,1.7,100.0,False,35.0,False,12.4
2011-07-30,7,1004.3,31.7,28.3,26.6,25.5,85,78,4.6,70.0,False,22.0,False,0.05
2011-07-31,7,1004.9,32.5,29.2,27.1,25.3,80,60,10.1,50.0,False,14.0,False,0.0
2011-08-01,8,1005.5,33.7,29.5,26.8,24.5,76,39,10.9,200.0,False,7.0,False,0.0
2011-08-02,8,1006.7,32.9,29.5,27.3,24.1,73,23,11.5,230.0,False,15.0,False,0.0
2011-08-03,8,1005.8,32.6,29.5,27.2,24.1,73,22,11.3,270.0,False,20.0,False,0.0
2011-08-04,8,1002.9,34.2,29.9,27.3,25.0,75,39,10.8,220.0,False,14.0,False,0.0
2011-08-05,8,1001.1,33.5,30.1,27.8,24.9,74,55,7.1,210.0,False,8.0,False,0.0
2011-08-06,8,1000.2,33.2,30.2,28.0,24.9,74,45,11.4,220.0,False,14.0,False,0.0
2011-08-07,8,1002.1,35.0,30.9,28.6,25.7,75,62,10.5,210.0,False,13.0,False,0.0
2011-08-08,8,1004.3,31.1,29.2,25.6,25.2,79,77,5.4,210.0,False,15.0,False,22.1
2011-08-09,8,1004.5,31.5,28.0,26.0,25.4,86,86,1.1,150.0,False,12.0,False,9.9
2011-08-10,8,1005.8,28.3,26.8,25.2,25.3,92,85,0.1,180.0,False,20.0,False,60.5
2011-08-11,8,1007.9,32.2,28.7,26.0,25.4,83,67,6.1,180.0,False,16.0,False,17.9
2011-08-12,8,1008.0,32.0,29.4,27.6,25.2,78,65,9.1,180.0,False,12.0,False,0.0
2011-08-13,8,1008.8,32.9,29.6,27.9,24.5,75,53,9.3,220.0,False,14.0,False,0.0
2011-08-14,8,1010.6,32.8,29.6,28.0,24.3,74,59,8.9,210.0,False,12.0,False,0.05
2011-08-15,8,1011.0,31.9,29.7,27.9,25.0,76,45,8.9,220.0,False,11.0,False,0.0
2011-08-16,8,1009.9,32.3,29.3,28.1,24.9,78,35,9.8,210.0,False,10.0,False,8.5
2011-08-17,8,1009.4,30.5,28.7,27.2,25.1,81,42,7.2,180.0,False,11.0,False,10.1
2011-08-18,8,1010.0,32.5,29.2,27.1,25.2,80,53,9.3,120.0,False,9.0,False,0.0
2011-08-19,8,1010.9,33.0,29.6,27.8,25.5,79,61,8.6,50.0,False,14.0,False,0.0
2011-08-20,8,1011.0,33.0,29.2,25.6,25.2,80,45,10.3,100.0,False,15.0,False,3.7
2011-08-21,8,1009.8,32.5,29.5,28.1,25.5,80,50,7.3,110.0,False,7.0,False,0.05
2011-08-22,8,1008.1,30.4,29.0,28.1,25.8,83,51,3.2,180.0,False,8.0,False,1.4
2011-08-23,8,1006.6,32.4,29.8,28.2,25.0,76,55,10.2,220.0,False,13.0,False,0.0
2011-08-24,8,1006.1,32.4,29.8,27.1,25.1,76,49,9.4,220.0,False,15.0,False,3.9
2011-08-25,8,1005.7,30.9,28.6,26.4,24.9,81,69,1.7,40.0,False,7.0,False,13.7
2011-08-26,8,1006.1,31.8,29.1,27.0,24.3,76,61,4.8,20.0,False,11.0,False,0.05
2011-08-27,8,1004.6,32.9,29.2,27.5,24.2,75,54,6.3,20.0,False,8.0,False,5.2
2011-08-28,8,1003.0,32.0,30.2,28.0,23.7,69,75,7.3,290.0,False,14.0,False,0.0
2011-08-29,8,1002.3,33.7,30.6,27.7,23.7,67,75,7.8,280.0,False,18.0,False,0.2
2011-08-30,8,1001.0,33.3,30.9,28.8,24.4,69,68,7.5,290.0,False,23.0,False,0.0
2011-08-31,8,999.3,33.4,30.6,28.7,23.0,64,58,8.9,280.0,False,13.0,False,0.5
2011-09-01,9,1000.5,30.1,28.2,27.4,23.1,74,82,2.6,310.0,False,11.0,False,0.1
2011-09-02,9,1002.6,31.2,28.8,27.2,24.6,78,85,0.9,160.0,False,6.0,False,0.0
2011-09-03,9,1006.5,30.7,27.7,25.8,25.7,89,77,3.1,40.0,False,15.0,False,22.6
2011-09-04,9,1008.0,31.5,28.6,26.6,25.6,84,64,8.0,140.0,False,8.0,False,1.8
2011-09-05,9,1007.4,32.2,29.2,27.7,25.5,80,62,5.7,160.0,False,6.0,False,0.0
2011-09-06,9,1007.4,31.9,29.3,27.9,25.0,78,56,7.5,130.0,False,9.0,False,0.0
2011-09-07,9,1006.6,32.0,29.2,27.0,24.9,78,58,8.8,130.0,False,15.0,False,0.2
2011-09-08,9,1007.5,32.2,29.5,27.9,25.5,79,52,9.2,110.0,False,18.0,False,0.05
2011-09-09,9,1010.0,32.8,29.6,27.8,24.7,75,53,7.4,100.0,False,27.0,False,0.05
2011-09-10,9,1010.9,31.7,29.0,26.6,24.6,78,51,10.9,100.0,False,34.0,False,2.6
2011-09-11,9,1010.6,30.8,28.2,26.2,25.0,83,77,6.5,70.0,False,37.0,False,20.4
2011-09-12,9,1010.6,32.4,28.5,25.9,25.1,82,81,8.4,70.0,False,33.0,False,0.6
2011-09-13,9,1009.3,32.6,28.8,26.1,24.3,77,49,10.5,110.0,False,19.0,False,2.7
2011-09-14,9,1007.4,32.7,29.0,26.0,24.0,75,46,10.7,110.0,False,16.0,False,2.7
2011-09-15,9,1006.9,32.0,28.3,24.1,25.0,83,66,7.6,100.0,False,24.0,False,10.9
2011-09-16,9,1005.5,32.3,28.6,26.8,25.2,82,63,6.0,110.0,False,25.0,False,1.0
2011-09-17,9,1004.5,32.8,29.4,27.2,25.3,79,61,8.4,90.0,False,27.0,False,0.2
2011-09-18,9,1007.2,29.9,28.6,27.4,24.9,81,72,2.6,110.0,False,30.0,False,0.5
2011-09-19,9,1009.7,31.7,28.4,25.3,24.6,80,77,6.5,100.0,False,24.0,False,16.1
2011-09-20,9,1011.3,27.6,26.1,24.9,21.6,76,87,0.3,20.0,False,24.0,False,0.05
2011-09-21,9,1010.7,27.7,25.8,23.2,19.5,69,56,5.5,20.0,False,24.0,False,0.0
2011-09-22,9,1010.3,26.9,25.8,23.9,19.4,68,80,0.6,30.0,False,30.0,False,0.05
2011-09-23,9,1009.7,27.5,25.6,23.4,20.4,73,86,0.9,50.0,False,38.0,False,0.3
2011-09-24,9,1009.0,27.4,25.7,24.2,20.3,73,88,0.2,50.0,False,41.0,False,0.05
2011-09-25,9,1008.6,26.2,25.1,23.9,21.6,81,88,0.0,50.0,False,51.0,False,4.2
2011-09-26,9,1008.9,30.8,27.3,25.1,23.1,78,81,5.3,70.0,False,44.0,False,0.2
2011-09-27,9,1006.5,30.8,27.9,26.2,24.0,80,63,7.8,90.0,False,19.0,False,0.05
2011-09-28,9,1003.0,31.3,28.7,26.2,22.9,72,71,4.7,30.0,False,37.0,False,2.5
2011-09-29,9,1002.9,28.2,27.2,25.3,24.9,88,88,0.2,130.0,False,63.0,False,30.8
2011-09-30,9,1009.4,28.9,27.7,27.0,25.6,89,79,1.7,110.0,False,24.0,False,2.7
2011-10-01,10,1010.7,27.5,26.2,25.4,23.6,86,83,0.5,90.0,False,46.0,False,12.7
2011-10-02,10,1009.2,27.1,25.0,23.5,21.9,84,82,1.8,30.0,False,32.0,False,3.3
2011-10-03,10,1009.1,24.0,22.6,21.5,19.1,81,88,0.0,30.0,False,43.0,False,1.6
2011-10-04,10,1011.5,25.2,23.8,22.2,19.4,76,88,0.3,60.0,False,50.0,False,0.05
2011-10-05,10,1013.6,26.0,24.5,23.3,20.5,79,85,1.2,50.0,False,34.0,False,0.1
2011-10-06,10,1014.3,27.9,25.2,23.3,21.3,79,88,2.3,80.0,False,31.0,False,0.1
2011-10-07,10,1014.8,27.8,25.7,24.8,21.8,79,81,2.6,80.0,False,35.0,False,0.05
2011-10-08,10,1014.7,28.8,26.2,24.6,21.6,76,68,8.0,80.0,False,33.0,False,0.05
2011-10-09,10,1012.8,30.2,26.8,24.6,22.1,76,76,7.2,80.0,False,27.0,False,0.0
2011-10-10,10,1011.8,29.0,26.4,24.4,22.6,80,86,0.8,60.0,False,40.0,False,5.3
2011-10-11,10,1013.0,25.5,24.8,24.2,23.6,93,88,0.0,80.0,False,47.0,False,6.9
2011-10-12,10,1012.2,25.1,24.6,23.6,24.1,97,90,0.0,100.0,False,34.0,False,105.8
2011-10-13,10,1010.6,26.2,24.8,24.1,24.2,97,86,1.5,70.0,False,22.0,False,30.7
2011-10-14,10,1010.0,27.1,25.4,24.3,23.5,89,83,0.4,70.0,False,19.0,False,3.8
2011-10-15,10,1012.2,28.3,25.1,23.4,19.7,73,54,5.9,20.0,False,22.0,False,0.0
2011-10-16,10,1013.7,29.6,25.5,22.9,17.6,62,30,9.5,20.0,False,20.0,False,0.0
2011-10-17,10,1015.7,29.4,25.3,23.0,18.9,69,14,10.5,70.0,False,19.0,False,0.0
2011-10-18,10,1016.9,27.4,24.7,22.7,19.2,72,23,10.0,90.0,False,26.0,False,0.0
2011-10-19,10,1016.0,26.5,24.3,22.8,18.4,70,36,9.1,90.0,False,33.0,False,0.05
2011-10-20,10,1015.3,27.6,24.0,21.7,18.5,72,27,9.6,70.0,False,21.0,False,0.0
2011-10-21,10,1014.3,28.9,24.8,22.4,19.6,74,23,9.8,60.0,False,15.0,False,0.0
2011-10-22,10,1014.0,27.9,25.2,23.6,21.0,78,42,8.1,70.0,False,26.0,False,0.0
2011-10-23,10,1014.3,27.4,25.0,23.9,21.1,79,62,6.0,60.0,False,24.0,False,0.0
2011-10-24,10,1013.8,28.9,25.7,23.1,21.6,79,25,10.3,60.0,False,8.0,False,0.0
2011-10-25,10,1015.8,26.6,24.6,22.4,21.2,81,57,2.9,40.0,False,25.0,False,0.5
2011-10-26,10,1017.5,25.7,23.3,22.0,19.0,77,79,6.4,50.0,False,29.0,False,0.1
2011-10-27,10,1017.8,26.0,23.3,21.3,19.2,79,52,7.3,90.0,False,32.0,False,1.5
2011-10-28,10,1017.7,27.1,24.3,22.9,18.7,72,60,4.4,80.0,False,26.0,False,0.05
2011-10-29,10,1016.2,27.4,24.1,21.7,18.0,69,62,6.1,20.0,False,15.0,False,0.0
2011-10-30,10,1015.6,27.0,24.3,22.3,19.5,75,57,8.7,60.0,False,24.0,False,0.05
2011-10-31,10,1016.4,27.0,24.5,23.0,18.9,71,42,9.9,80.0,False,37.0,False,0.05
2011-11-01,11,1015.9,27.7,24.6,22.3,18.8,71,54,9.2,70.0,False,25.0,False,0.0
2011-11-02,11,1014.0,28.9,25.4,23.3,20.3,74,70,5.8,40.0,False,19.0,False,0.0
2011-11-03,11,1013.6,29.0,26.0,24.1,21.7,77,80,5.8,60.0,False,23.0,False,0.0
2011-11-04,11,1013.8,29.7,26.4,24.7,21.7,76,63,8.5,60.0,False,19.0,False,0.05
2011-11-05,11,1013.3,28.8,26.4,24.8,22.7,80,61,8.5,80.0,False,19.0,False,0.05
2011-11-06,11,1012.8,28.8,26.5,25.6,22.4,78,80,2.7,90.0,False,31.0,False,0.05
2011-11-07,11,1011.1,28.0,25.8,24.3,21.3,76,82,2.8,60.0,False,39.0,False,0.05
2011-11-08,11,1009.4,24.3,22.7,21.9,21.7,94,89,0.0,40.0,False,35.0,False,13.9
2011-11-09,11,1008.7,22.1,19.9,18.8,18.6,93,94,0.0,20.0,False,41.0,False,44.2
